2013-01-19 11:00:36,40,015B1002,0,-6.258078,53.359279,300,33488,279,0
2013-01-09 06:00:36,40,015B1002,0,-6.258078,53.359279,300,33488,279,0
2013-01-09 11:25:36,40,015B1002,0,-6.308078,53.359279,300,33488,279,0
2013-01-09 11:50:36,40,015B1002,0,-6.258078,53.319279,300,33488,279,0
2013-01-09 11:00:36,40,015B1002,0,-6.258078,53.339279,300,33000,279,1
2013-01-10 11:25:36,40,015B1002,1,-6.258078,53.339279,-200,35000,479,1
2013-01-10 11:50:36,40,015B1002,0,-6.258078,53.339279,100,3600,279,0
2013-01-09 12:00:36,40,015B1002,0,-6.258078,53.339279,300,33000,279,1
2013-01-10 12:25:36,40,015B1002,1,-6.258078,53.339279,-200,35000,479,1
2013-01-10 12:50:36,40,015B1002,1,-6.258078,53.339279,100,3600,279,0
