2013-01-19 08:00:36,40,015B1002,0,-6.258078,53.339279,544,33488,279,1
2013-01-07 12:06:00,40,015B1002,0,-6.258000,53.359200,300,35000,300,1
2013-01-07 12:06:20,40,015B1002,0,-6.258800,53.359800,300,35000,350,1
2013-01-07 12:06:40,40,015B1002,0,-6.259800,53.351080,300,35000,400,1
2013-01-07 12:07:00,40,015B1002,0,-6.259800,53.356080,300,35000,450,1
2013-01-07 12:07:20,40,015B1002,0,-6.259800,53.360080,300,35000,500,1
2013-01-07 12:06:00,40,015B1002,0,-6.258000,53.359200,300,36000,300,1
2013-01-07 12:06:20,40,015B1002,0,-6.258800,53.359800,300,36000,350,1
2013-01-07 12:07:40,40,015B1002,0,-6.259803,53.360083,300,35000,503,1
2013-01-07 12:06:40,40,015B1002,0,-6.258803,53.359803,300,36000,353,1
