2013-01-19 08:00:36,40,015B1002,0,-6.258078,53.339279,544,33488,279,1
2013-01-07 12:02:00,40,015B1002,0,-6.258000,53.359200,300,35000,300,1
2013-01-07 12:02:20,40,015B1002,0,-6.258800,53.359800,300,35000,350,1
2013-01-07 12:02:40,40,015B1002,0,-6.259800,53.351080,300,35000,400,1
2013-01-07 12:03:00,40,015B1002,0,-6.259800,53.356080,300,35000,450,1
2013-01-07 12:03:20,40,015B1002,0,-6.259800,53.360080,300,35000,500,1
2013-01-07 12:02:00,40,015B1002,0,-6.258000,53.359200,300,36000,300,1
2013-01-07 12:02:20,40,015B1002,0,-6.258800,53.359800,300,36000,350,1
2013-01-07 12:03:40,40,015B1002,0,-6.259801,53.360081,300,35000,501,1
2013-01-07 12:02:40,40,015B1002,0,-6.258801,53.359801,300,36000,351,1
