2013-01-02 11:00:36,40,015B1002,0,-6.258078,53.339279,544,33245,279,1
2013-01-12 11:00:36,40,015B1002,0,-6.258078,53.339279,544,33145,279,1
2013-01-02 10:09:00,50,015B1002,0,-6.258078,53.339279,544,33145,279,0
2013-01-02 10:09:00,50,015B1002,0,-6.258078,53.339279,20,33145,279,1
2013-01-02 10:10:00,50,015B1002,0,-6.258178,53.339279,35,33145,450,0
2013-01-02 10:11:00,50,015B1002,0,-6.258278,53.339279,-70,33145,450,1
2013-01-02 10:12:00,50,015B1002,0,-6.258278,53.339279,-70,33145,450,1
2013-01-02 10:13:00,50,015B1002,0,-6.258478,53.339279,-40,33145,750,1
2013-01-02 10:14:00,72,015B1002,0,-6.258478,53.339279,-40,33145,750,1
2013-01-02 10:15:00,72,015B1002,0,-6.258478,53.339279,-40,33145,750,1
2013-01-02 10:16:00,72,015B1002,0,-6.258678,53.339279,100,33145,900,1
